date,currency,rate
2017-08-30,AUD,1.5016
2017-08-30,CAD,1.4961
2017-08-30,CHF,1.1422
2017-08-30,CZK,26.045
2017-08-30,DKK,7.4391
2017-08-30,GBP,0.92246
2017-08-30,HKD,9.3259
2017-08-30,HUF,305.68
2017-08-30,JPY,131.25
2017-08-30,KRW,1338.36
2017-08-30,NOK,9.2845
2017-08-30,NZD,1.6477
2017-08-30,PLN,4.2598
2017-08-30,SEK,9.5095
2017-08-30,SGD,1.6167
2017-08-30,USD,1.1916
2017-08-30,ZAR,15.5563
2017-08-31,AUD,1.5016
2017-08-31,CAD,1.497
2017-08-31,CHF,1.1446
2017-08-31,CZK,26.101
2017-08-31,DKK,7.4384
2017-08-31,GBP,0.91973
2017-08-31,HKD,9.2526
2017-08-31,HUF,306.63
2017-08-31,JPY,130.81
2017-08-31,KRW,1331.22
2017-08-31,NOK,9.279
2017-08-31,NZD,1.6571
2017-08-31,PLN,4.2582
2017-08-31,SEK,9.4818
2017-08-31,SGD,1.6094
2017-08-31,USD,1.1825
2017-08-31,ZAR,15.4568
2017-09-01,AUD,1.5021
2017-09-01,CAD,1.483
2017-09-01,CHF,1.1441
2017-09-01,CZK,26.077
2017-09-01,DKK,7.4378
2017-09-01,GBP,0.92075
2017-09-01,HKD,9.3272
2017-09-01,HUF,305.09
2017-09-01,JPY,131.29
2017-09-01,KRW,1335.36
2017-09-01,NOK,9.2555
2017-09-01,NZD,1.6638
2017-09-01,PLN,4.2406
2017-09-01,SEK,9.4778
2017-09-01,SGD,1.6146
2017-09-01,USD,1.192
2017-09-01,ZAR,15.4185
2017-09-04,AUD,1.496
2017-09-04,CAD,1.4774
2017-09-04,CHF,1.1399
2017-09-04,CZK,26.062
2017-09-04,DKK,7.4371
2017-09-04,GBP,0.91855
2017-09-04,HKD,9.315
2017-09-04,HUF,306.02
2017-09-04,JPY,130.6
2017-09-04,KRW,1345.07
2017-09-04,NOK,9.2933
2017-09-04,NZD,1.6588
2017-09-04,PLN,4.2406
2017-09-04,SEK,9.4733
2017-09-04,SGD,1.615
2017-09-04,USD,1.1905
2017-09-04,ZAR,15.4097
2017-09-05,AUD,1.4902
2017-09-05,CAD,1.4732
2017-09-05,CHF,1.1407
2017-09-05,CZK,26.077
2017-09-05,DKK,7.4381
2017-09-05,GBP,0.9174
2017-09-05,HKD,9.3043
2017-09-05,HUF,306.39
2017-09-05,JPY,129.99
2017-09-05,KRW,1343.64
2017-09-05,NOK,9.2788
2017-09-05,NZD,1.6531
2017-09-05,PLN,4.2361
2017-09-05,SEK,9.469
2017-09-05,SGD,1.6115
2017-09-05,USD,1.189
2017-09-05,ZAR,15.3896
2017-09-06,AUD,1.4961
2017-09-06,CAD,1.4787
2017-09-06,CHF,1.1399
2017-09-06,CZK,26.112
2017-09-06,DKK,7.4393
2017-09-06,GBP,0.91428
2017-09-06,HKD,9.3362
2017-09-06,HUF,306.17
2017-09-06,JPY,129.92
2017-09-06,KRW,1353.94
2017-09-06,NOK,9.2765
2017-09-06,NZD,1.6528
2017-09-06,PLN,4.2415
2017-09-06,SEK,9.501
2017-09-06,SGD,1.6133
2017-09-06,USD,1.1931
2017-09-06,ZAR,15.3965
2017-09-07,AUD,1.4926
2017-09-07,CAD,1.4587
2017-09-07,CHF,1.1412
2017-09-07,CZK,26.113
2017-09-07,DKK,7.4392
2017-09-07,GBP,0.91403
2017-09-07,HKD,9.3553
2017-09-07,HUF,305.69
2017-09-07,JPY,130.34
2017-09-07,KRW,1350.87
2017-09-07,NOK,9.2938
2017-09-07,NZD,1.6616
2017-09-07,PLN,4.2433
2017-09-07,SEK,9.5263
2017-09-07,SGD,1.6091
2017-09-07,USD,1.1971
2017-09-07,ZAR,15.3363
2017-09-08,AUD,1.4881
2017-09-08,CAD,1.4577
2017-09-08,CHF,1.1405
2017-09-08,CZK,26.099
2017-09-08,DKK,7.4402
2017-09-08,GBP,0.91268
2017-09-08,HKD,9.416
2017-09-08,HUF,306.46
2017-09-08,JPY,129.5
2017-09-08,KRW,1363.52
2017-09-08,NOK,9.3093
2017-09-08,NZD,1.6502
2017-09-08,PLN,4.2534
2017-09-08,SEK,9.5388
2017-09-08,SGD,1.6124
2017-09-08,USD,1.206
2017-09-08,ZAR,15.5124
2017-09-11,AUD,1.4915
2017-09-11,CAD,1.4541
2017-09-11,CHF,1.1404
2017-09-11,CZK,26.077
2017-09-11,DKK,7.4397
2017-09-11,GBP,0.90775
2017-09-11,HKD,9.3731
2017-09-11,HUF,306.28
2017-09-11,JPY,130.38
2017-09-11,KRW,1357.76
2017-09-11,NOK,9.371
2017-09-11,NZD,1.6502
2017-09-11,PLN,4.244
2017-09-11,SEK,9.5705
2017-09-11,SGD,1.6129
2017-09-11,USD,1.1997
2017-09-11,ZAR,15.5137
2017-09-12,AUD,1.4847
2017-09-12,CAD,1.4477
2017-09-12,CHF,1.1444
2017-09-12,CZK,26.105
2017-09-12,DKK,7.44
2017-09-12,GBP,0.89878
2017-09-12,HKD,9.3235
2017-09-12,HUF,307.11
2017-09-12,JPY,130.93
2017-09-12,KRW,1346.05
2017-09-12,NOK,9.3593
2017-09-12,NZD,1.6343
2017-09-12,PLN,4.2549
2017-09-12,SEK,9.5355
2017-09-12,SGD,1.6074
2017-09-12,USD,1.1933
2017-09-12,ZAR,15.48
2017-09-13,AUD,1.4909
2017-09-13,CAD,1.4542
2017-09-13,CHF,1.1496
2017-09-13,CZK,26.101
2017-09-13,DKK,7.4404
2017-09-13,GBP,0.90243
2017-09-13,HKD,9.3586
2017-09-13,HUF,308.02
2017-09-13,JPY,131.79
2017-09-13,KRW,1349.96
2017-09-13,NOK,9.3983
2017-09-13,NZD,1.6451
2017-09-13,PLN,4.2798
2017-09-13,SEK,9.5475
2017-09-13,SGD,1.6118
2017-09-13,USD,1.1979
2017-09-13,ZAR,15.7095
2017-09-14,AUD,1.4877
2017-09-14,CAD,1.4501
2017-09-14,CHF,1.1496
2017-09-14,CZK,26.103
2017-09-14,DKK,7.4399
2017-09-14,GBP,0.89123
2017-09-14,HKD,9.2843
2017-09-14,HUF,308.28
2017-09-14,JPY,131.55
2017-09-14,KRW,1345.47
2017-09-14,NOK,9.395
2017-09-14,NZD,1.6474
2017-09-14,PLN,4.2843
2017-09-14,SEK,9.5345
2017-09-14,SGD,1.6053
2017-09-14,USD,1.1885
2017-09-14,ZAR,15.6609
2017-09-15,AUD,1.4911
2017-09-15,CAD,1.452
2017-09-15,CHF,1.148
2017-09-15,CZK,26.081
2017-09-15,DKK,7.4409
2017-09-15,GBP,0.88043
2017-09-15,HKD,9.3506
2017-09-15,HUF,308.91
2017-09-15,JPY,132.92
2017-09-15,KRW,1353.03
2017-09-15,NOK,9.3348
2017-09-15,NZD,1.6407
2017-09-15,PLN,4.2761
2017-09-15,SEK,9.5058
2017-09-15,SGD,1.607
2017-09-15,USD,1.1963
2017-09-15,ZAR,15.7613
2017-09-18,AUD,1.4947
2017-09-18,CAD,1.4581
2017-09-18,CHF,1.1464
2017-09-18,CZK,26.091
2017-09-18,DKK,7.4416
2017-09-18,GBP,0.88253
2017-09-18,HKD,9.339
2017-09-18,HUF,309.87
2017-09-18,JPY,133.09
2017-09-18,KRW,1346.87
2017-09-18,NOK,9.341
2017-09-18,NZD,1.6401
2017-09-18,PLN,4.2884
2017-09-18,SEK,9.5145
2017-09-18,SGD,1.6083
2017-09-18,USD,1.1948
2017-09-18,ZAR,15.7893
2017-09-19,AUD,1.4969
2017-09-19,CAD,1.4714
2017-09-19,CHF,1.1535
2017-09-19,CZK,26.103
2017-09-19,DKK,7.4414
2017-09-19,GBP,0.88622
2017-09-19,HKD,9.3432
2017-09-19,HUF,308.85
2017-09-19,JPY,133.44
2017-09-19,KRW,1351.57
2017-09-19,NOK,9.342
2017-09-19,NZD,1.6398
2017-09-19,PLN,4.2785
2017-09-19,SEK,9.5261
2017-09-19,SGD,1.6151
2017-09-19,USD,1.1972
2017-09-19,ZAR,15.9446
2017-09-20,AUD,1.4891
2017-09-20,CAD,1.4701
2017-09-20,CHF,1.1532
2017-09-20,CZK,26.091
2017-09-20,DKK,7.4412
2017-09-20,GBP,0.8868
2017-09-20,HKD,9.3668
2017-09-20,HUF,308.34
2017-09-20,JPY,133.63
2017-09-20,KRW,1353.44
2017-09-20,NOK,9.344
2017-09-20,NZD,1.6277
2017-09-20,PLN,4.2774
2017-09-20,SEK,9.5335
2017-09-20,SGD,1.6128
2017-09-20,USD,1.2007
2017-09-20,ZAR,15.9058
2017-09-21,AUD,1.5002
2017-09-21,CAD,1.4712
2017-09-21,CHF,1.1585
2017-09-21,CZK,26.083
2017-09-21,DKK,7.4407
2017-09-21,GBP,0.8824
2017-09-21,HKD,9.291
2017-09-21,HUF,310.61
2017-09-21,JPY,133.86
2017-09-21,KRW,1349.47
2017-09-21,NOK,9.3025
2017-09-21,NZD,1.6268
2017-09-21,PLN,4.2805
2017-09-21,SEK,9.5135
2017-09-21,SGD,1.61
2017-09-21,USD,1.1905
2017-09-21,ZAR,15.8889
2017-09-22,AUD,1.5011
2017-09-22,CAD,1.4675
2017-09-22,CHF,1.1588
2017-09-22,CZK,26.046
2017-09-22,DKK,7.4407
2017-09-22,GBP,0.88155
2017-09-22,HKD,9.3414
2017-09-22,HUF,309.73
2017-09-22,JPY,134.01
2017-09-22,KRW,1352.78
2017-09-22,NOK,9.3193
2017-09-22,NZD,1.6336
2017-09-22,PLN,4.2672
2017-09-22,SEK,9.5358
2017-09-22,SGD,1.6093
2017-09-22,USD,1.1961
2017-09-22,ZAR,15.8359
2017-09-25,AUD,1.4917
2017-09-25,CAD,1.463
2017-09-25,CHF,1.1562
2017-09-25,CZK,26.033
2017-09-25,DKK,7.4402
2017-09-25,GBP,0.87938
2017-09-25,HKD,9.2738
2017-09-25,HUF,310.25
2017-09-25,JPY,133.19
2017-09-25,KRW,1343.33
2017-09-25,NOK,9.2725
2017-09-25,NZD,1.6302
2017-09-25,PLN,4.2681
2017-09-25,SEK,9.5325
2017-09-25,SGD,1.6031
2017-09-25,USD,1.1867
2017-09-25,ZAR,15.7539
2017-09-26,AUD,1.4944
2017-09-26,CAD,1.4605
2017-09-26,CHF,1.1452
2017-09-26,CZK,26.056
2017-09-26,DKK,7.4404
2017-09-26,GBP,0.87775
2017-09-26,HKD,9.2083
2017-09-26,HUF,310.77
2017-09-26,JPY,131.99
2017-09-26,KRW,1341.55
2017-09-26,NOK,9.2843
2017-09-26,NZD,1.6369
2017-09-26,PLN,4.2824
2017-09-26,SEK,9.5473
2017-09-26,SGD,1.5968
2017-09-26,USD,1.1787
2017-09-26,ZAR,15.7329
2017-09-27,AUD,1.4954
2017-09-27,CAD,1.4554
2017-09-27,CHF,1.1451
2017-09-27,CZK,26.045
2017-09-27,DKK,7.4414
2017-09-27,GBP,0.87565
2017-09-27,HKD,9.1714
2017-09-27,HUF,311.15
2017-09-27,JPY,132.6
2017-09-27,KRW,1341.1
2017-09-27,NOK,9.3355
2017-09-27,NZD,1.6305
2017-09-27,PLN,4.3027
2017-09-27,SEK,9.5885
2017-09-27,SGD,1.5964
2017-09-27,USD,1.1741
2017-09-27,ZAR,15.9062
2017-09-28,AUD,1.5054
2017-09-28,CAD,1.4684
2017-09-28,CHF,1.146
2017-09-28,CZK,26.041
2017-09-28,DKK,7.4402
2017-09-28,GBP,0.87635
2017-09-28,HKD,9.1977
2017-09-28,HUF,311.06
2017-09-28,JPY,132.56
2017-09-28,KRW,1350.15
2017-09-28,NOK,9.3575
2017-09-28,NZD,1.6363
2017-09-28,PLN,4.3122
2017-09-28,SEK,9.58
2017-09-28,SGD,1.601
2017-09-28,USD,1.1778
2017-09-28,ZAR,15.9189
2017-09-29,AUD,1.5075
2017-09-29,CAD,1.4687
2017-09-29,CHF,1.1457
2017-09-29,CZK,25.981
2017-09-29,DKK,7.4423
2017-09-29,GBP,0.88178
2017-09-29,HKD,9.2214
2017-09-29,HUF,310.67
2017-09-29,JPY,132.82
2017-09-29,KRW,1351.83
2017-09-29,NOK,9.4125
2017-09-29,NZD,1.6354
2017-09-29,PLN,4.3042
2017-09-29,SEK,9.649
2017-09-29,SGD,1.6031
2017-09-29,USD,1.1806
2017-09-29,ZAR,15.944
2017-10-02,AUD,1.5036
2017-10-02,CAD,1.4693
2017-10-02,CHF,1.1399
2017-10-02,CZK,25.995
2017-10-02,DKK,7.4418
2017-10-02,GBP,0.88418
2017-10-02,HKD,9.1739
2017-10-02,HUF,311.44
2017-10-02,JPY,132.5
2017-10-02,KRW,1345.92
2017-10-02,NOK,9.377
2017-10-02,NZD,1.6336
2017-10-02,PLN,4.3132
2017-10-02,SEK,9.6055
2017-10-02,SGD,1.6003
2017-10-02,USD,1.1744
2017-10-02,ZAR,16.0141
2017-10-03,AUD,1.5039
2017-10-03,CAD,1.4692
2017-10-03,CHF,1.1449
2017-10-03,CZK,25.932
2017-10-03,DKK,7.4424
2017-10-03,GBP,0.88793
2017-10-03,HKD,9.1809
2017-10-03,HUF,312.05
2017-10-03,JPY,132.77
2017-10-03,KRW,1344.94
2017-10-03,NOK,9.3885
2017-10-03,NZD,1.6374
2017-10-03,PLN,4.3102
2017-10-03,SEK,9.5675
2017-10-03,SGD,1.6016
2017-10-03,USD,1.1753
2017-10-03,ZAR,16.1203
2017-10-04,AUD,1.4986
2017-10-04,CAD,1.4678
2017-10-04,CHF,1.1456
2017-10-04,CZK,25.886
2017-10-04,DKK,7.4427
2017-10-04,GBP,0.88768
2017-10-04,HKD,9.2007
2017-10-04,HUF,311.2
2017-10-04,JPY,132.47
2017-10-04,KRW,1342.67
2017-10-04,NOK,9.3533
2017-10-04,NZD,1.6403
2017-10-04,PLN,4.2971
2017-10-04,SEK,9.5425
2017-10-04,SGD,1.6023
2017-10-04,USD,1.1787
2017-10-04,ZAR,15.9832
2017-10-05,AUD,1.5015
2017-10-05,CAD,1.4655
2017-10-05,CHF,1.1472
2017-10-05,CZK,25.837
2017-10-05,DKK,7.4424
2017-10-05,GBP,0.89153
2017-10-05,HKD,9.1701
2017-10-05,HUF,311.42
2017-10-05,JPY,132.05
2017-10-05,KRW,1337.65
2017-10-05,NOK,9.35
2017-10-05,NZD,1.6413
2017-10-05,PLN,4.3
2017-10-05,SEK,9.5195
2017-10-05,SGD,1.5998
2017-10-05,USD,1.1742
2017-10-05,ZAR,16.002
2017-10-06,AUD,1.506
2017-10-06,CAD,1.4721
2017-10-06,CHF,1.1473
2017-10-06,CZK,25.816
2017-10-06,DKK,7.4427
2017-10-06,GBP,0.89535
2017-10-06,HKD,9.1387
2017-10-06,HUF,311.36
2017-10-06,JPY,132.23
2017-10-06,KRW,1337.12
2017-10-06,NOK,9.372
2017-10-06,NZD,1.6512
2017-10-06,PLN,4.3039
2017-10-06,SEK,9.5418
2017-10-06,SGD,1.5997
2017-10-06,USD,1.1707
2017-10-06,ZAR,16.0695
2017-10-09,AUD,1.5142
2017-10-09,CAD,1.4731
2017-10-09,CHF,1.1497
2017-10-09,CZK,25.893
2017-10-09,DKK,7.443
2017-10-09,GBP,0.89195
2017-10-09,HKD,9.1685
2017-10-09,HUF,312.32
2017-10-09,JPY,132.36
2017-10-09,KRW,1343.11
2017-10-09,NOK,9.3788
2017-10-09,NZD,1.6588
2017-10-09,PLN,4.3077
2017-10-09,SEK,9.5348
2017-10-09,SGD,1.6013
2017-10-09,USD,1.1746
2017-10-09,ZAR,16.199
2017-10-10,AUD,1.5155
2017-10-10,CAD,1.4745
2017-10-10,CHF,1.1522
2017-10-10,CZK,25.9
2017-10-10,DKK,7.4428
2017-10-10,GBP,0.8941
2017-10-10,HKD,9.2067
2017-10-10,HUF,310.65
2017-10-10,JPY,132.55
2017-10-10,KRW,1336.25
2017-10-10,NOK,9.3745
2017-10-10,NZD,1.6688
2017-10-10,PLN,4.2931
2017-10-10,SEK,9.5265
2017-10-10,SGD,1.6001
2017-10-10,USD,1.1797
2017-10-10,ZAR,16.1484
2017-10-11,AUD,1.5186
2017-10-11,CAD,1.4798
2017-10-11,CHF,1.1524
2017-10-11,CZK,25.879
2017-10-11,DKK,7.443
2017-10-11,GBP,0.8971
2017-10-11,HKD,9.2344
2017-10-11,HUF,309.93
2017-10-11,JPY,132.72
2017-10-11,KRW,1339.1
2017-10-11,NOK,9.379
2017-10-11,NZD,1.6723
2017-10-11,PLN,4.2851
2017-10-11,SEK,9.5313
2017-10-11,SGD,1.6044
2017-10-11,USD,1.183
2017-10-11,ZAR,16.0525
2017-10-12,AUD,1.5175
2017-10-12,CAD,1.4785
2017-10-12,CHF,1.1552
2017-10-12,CZK,25.891
2017-10-12,DKK,7.4438
2017-10-12,GBP,0.90235
2017-10-12,HKD,9.2573
2017-10-12,HUF,309.18
2017-10-12,JPY,133.12
2017-10-12,KRW,1341.86
2017-10-12,NOK,9.3601
2017-10-12,NZD,1.6675
2017-10-12,PLN,4.273
2017-10-12,SEK,9.5883
2017-10-12,SGD,1.6055
2017-10-12,USD,1.1856
2017-10-12,ZAR,16.0091
2017-10-13,AUD,1.508
2017-10-13,CAD,1.4761
2017-10-13,CHF,1.1533
2017-10-13,CZK,25.813
2017-10-13,DKK,7.444
2017-10-13,GBP,0.8898
2017-10-13,HKD,9.221
2017-10-13,HUF,308.64
2017-10-13,JPY,132.49
2017-10-13,KRW,1333.88
2017-10-13,NOK,9.339
2017-10-13,NZD,1.6541
2017-10-13,PLN,4.2555
2017-10-13,SEK,9.605
2017-10-13,SGD,1.6013
2017-10-13,USD,1.181
2017-10-13,ZAR,15.8047
2017-10-16,AUD,1.4996
2017-10-16,CAD,1.48
2017-10-16,CHF,1.1514
2017-10-16,CZK,25.77
2017-10-16,DKK,7.4439
2017-10-16,GBP,0.88753
2017-10-16,HKD,9.217
2017-10-16,HUF,307.53
2017-10-16,JPY,131.99
2017-10-16,KRW,1330.09
2017-10-16,NOK,9.3133
2017-10-16,NZD,1.642
2017-10-16,PLN,4.2378
2017-10-16,SEK,9.5885
2017-10-16,SGD,1.5956
2017-10-16,USD,1.1803
2017-10-16,ZAR,15.7169
2017-10-17,AUD,1.4994
2017-10-17,CAD,1.4741
2017-10-17,CHF,1.1504
2017-10-17,CZK,25.733
2017-10-17,DKK,7.4439
2017-10-17,GBP,0.89148
2017-10-17,HKD,9.1811
2017-10-17,HUF,307.35
2017-10-17,JPY,131.94
2017-10-17,KRW,1328.14
2017-10-17,NOK,9.326
2017-10-17,NZD,1.6375
2017-10-17,PLN,4.2298
2017-10-17,SEK,9.5813
2017-10-17,SGD,1.5952
2017-10-17,USD,1.1759
2017-10-17,ZAR,15.7977
2017-10-18,AUD,1.5009
2017-10-18,CAD,1.472
2017-10-18,CHF,1.1551
2017-10-18,CZK,25.705
2017-10-18,DKK,7.4438
2017-10-18,GBP,0.89283
2017-10-18,HKD,9.1737
2017-10-18,HUF,308.27
2017-10-18,JPY,132.62
2017-10-18,KRW,1329.28
2017-10-18,NOK,9.3575
2017-10-18,NZD,1.6488
2017-10-18,PLN,4.2277
2017-10-18,SEK,9.5945
2017-10-18,SGD,1.5962
2017-10-18,USD,1.1749
2017-10-18,ZAR,15.8999
2017-10-19,AUD,1.5033
2017-10-19,CAD,1.4743
2017-10-19,CHF,1.1541
2017-10-19,CZK,25.725
2017-10-19,DKK,7.444
2017-10-19,GBP,0.89815
2017-10-19,HKD,9.2334
2017-10-19,HUF,308.51
2017-10-19,JPY,133.18
2017-10-19,KRW,1339.16
2017-10-19,NOK,9.419
2017-10-19,NZD,1.6861
2017-10-19,PLN,4.2392
2017-10-19,SEK,9.6445
2017-10-19,SGD,1.6056
2017-10-19,USD,1.1834
2017-10-19,ZAR,16.0282
2017-10-20,AUD,1.5055
2017-10-20,CAD,1.4765
2017-10-20,CHF,1.1597
2017-10-20,CZK,25.69
2017-10-20,DKK,7.4438
2017-10-20,GBP,0.89623
2017-10-20,HKD,9.2216
2017-10-20,HUF,308.13
2017-10-20,JPY,133.75
2017-10-20,KRW,1336.07
2017-10-20,NOK,9.4145
2017-10-20,NZD,1.6885
2017-10-20,PLN,4.2363
2017-10-20,SEK,9.6445
2017-10-20,SGD,1.6054
2017-10-20,USD,1.1818
2017-10-20,ZAR,16.1719
2017-10-23,AUD,1.5018
2017-10-23,CAD,1.4835
2017-10-23,CHF,1.1581
2017-10-23,CZK,25.641
2017-10-23,DKK,7.4437
2017-10-23,GBP,0.8909
2017-10-23,HKD,9.1607
2017-10-23,HUF,308.06
2017-10-23,JPY,133.59
2017-10-23,KRW,1326.4
2017-10-23,NOK,9.3883
2017-10-23,NZD,1.6838
2017-10-23,PLN,4.2266
2017-10-23,SEK,9.644
2017-10-23,SGD,1.5996
2017-10-23,USD,1.174
2017-10-23,ZAR,16.0711
2017-10-24,AUD,1.5117
2017-10-24,CAD,1.4875
2017-10-24,CHF,1.1613
2017-10-24,CZK,25.583
2017-10-24,DKK,7.4433
2017-10-24,GBP,0.89303
2017-10-24,HKD,9.1803
2017-10-24,HUF,308.53
2017-10-24,JPY,133.95
2017-10-24,KRW,1327.81
2017-10-24,NOK,9.3883
2017-10-24,NZD,1.7008
2017-10-24,PLN,4.2403
2017-10-24,SEK,9.6475
2017-10-24,SGD,1.6023
2017-10-24,USD,1.1761
2017-10-24,ZAR,16.1396
2017-10-25,AUD,1.5282
2017-10-25,CAD,1.4963
2017-10-25,CHF,1.169
2017-10-25,CZK,25.589
2017-10-25,DKK,7.4429
2017-10-25,GBP,0.88883
2017-10-25,HKD,9.1971
2017-10-25,HUF,310.16
2017-10-25,JPY,134.41
2017-10-25,KRW,1325.38
2017-10-25,NOK,9.4383
2017-10-25,NZD,1.7123
2017-10-25,PLN,4.2355
2017-10-25,SEK,9.6858
2017-10-25,SGD,1.6047
2017-10-25,USD,1.1785
2017-10-25,ZAR,16.297
2017-10-26,AUD,1.5248
2017-10-26,CAD,1.5041
2017-10-26,CHF,1.1678
2017-10-26,CZK,25.589
2017-10-26,DKK,7.4432
2017-10-26,GBP,0.8901
2017-10-26,HKD,9.1701
2017-10-26,HUF,310.32
2017-10-26,JPY,133.75
2017-10-26,KRW,1320.41
2017-10-26,NOK,9.4865
2017-10-26,NZD,1.7118
2017-10-26,PLN,4.235
2017-10-26,SEK,9.7218
2017-10-26,SGD,1.601
2017-10-26,USD,1.1753
2017-10-26,ZAR,16.739
2017-10-27,AUD,1.5196
2017-10-27,CAD,1.4961
2017-10-27,CHF,1.1632
2017-10-27,CZK,25.673
2017-10-27,DKK,7.4407
2017-10-27,GBP,0.88633
2017-10-27,HKD,9.0561
2017-10-27,HUF,311.23
2017-10-27,JPY,132.52
2017-10-27,KRW,1309.39
2017-10-27,NOK,9.5348
2017-10-27,NZD,1.6975
2017-10-27,PLN,4.2462
2017-10-27,SEK,9.739
2017-10-27,SGD,1.5899
2017-10-27,USD,1.1605
2017-10-27,ZAR,16.4855
2017-10-30,AUD,1.5148
2017-10-30,CAD,1.4918
2017-10-30,CHF,1.1603
2017-10-30,CZK,25.645
2017-10-30,DKK,7.441
2017-10-30,GBP,0.8798
2017-10-30,HKD,9.0581
2017-10-30,HUF,311.01
2017-10-30,JPY,131.83
2017-10-30,KRW,1306.01
2017-10-30,NOK,9.484
2017-10-30,NZD,1.6944
2017-10-30,PLN,4.2432
2017-10-30,SEK,9.709
2017-10-30,SGD,1.5836
2017-10-30,USD,1.1612
2017-10-30,ZAR,16.3361
2017-10-31,AUD,1.521
2017-10-31,CAD,1.5004
2017-10-31,CHF,1.1622
2017-10-31,CZK,25.669
2017-10-31,DKK,7.4412
2017-10-31,GBP,0.87853
2017-10-31,HKD,9.0769
2017-10-31,HUF,311.64
2017-10-31,JPY,132
2017-10-31,KRW,1301.5
2017-10-31,NOK,9.5238
2017-10-31,NZD,1.7005
2017-10-31,PLN,4.244
2017-10-31,SEK,9.7415
2017-10-31,SGD,1.586
2017-10-31,USD,1.1638
2017-10-31,ZAR,16.4342
2017-11-01,AUD,1.5136
2017-11-01,CAD,1.4986
2017-11-01,CHF,1.164
2017-11-01,CZK,25.557
2017-11-01,DKK,7.4415
2017-11-01,GBP,0.87385
2017-11-01,HKD,9.0593
2017-11-01,HUF,311.75
2017-11-01,JPY,132.6
2017-11-01,KRW,1291.51
2017-11-01,NOK,9.461
2017-11-01,NZD,1.6866
2017-11-01,PLN,4.2338
2017-11-01,SEK,9.7535
2017-11-01,SGD,1.5808
2017-11-01,USD,1.1612
2017-11-01,ZAR,16.3914
2017-11-02,AUD,1.5117
2017-11-02,CAD,1.496
2017-11-02,CHF,1.1647
2017-11-02,CZK,25.535
2017-11-02,DKK,7.4418
2017-11-02,GBP,0.8869
2017-11-02,HKD,9.0851
2017-11-02,HUF,310.9
2017-11-02,JPY,132.9
2017-11-02,KRW,1294.94
2017-11-02,NOK,9.4838
2017-11-02,NZD,1.6867
2017-11-02,PLN,4.2376
2017-11-02,SEK,9.7615
2017-11-02,SGD,1.5843
2017-11-02,USD,1.1645
2017-11-02,ZAR,16.2879
2017-11-03,AUD,1.5184
2017-11-03,CAD,1.483
2017-11-03,CHF,1.1635
2017-11-03,CZK,25.652
2017-11-03,DKK,7.4421
2017-11-03,GBP,0.88923
2017-11-03,HKD,9.0953
2017-11-03,HUF,310.29
2017-11-03,JPY,132.82
2017-11-03,KRW,1298.74
2017-11-03,NOK,9.4843
2017-11-03,NZD,1.6797
2017-11-03,PLN,4.2383
2017-11-03,SEK,9.7912
2017-11-03,SGD,1.5854
2017-11-03,USD,1.1657
2017-11-03,ZAR,16.4676
2017-11-06,AUD,1.512
2017-11-06,CAD,1.4787
2017-11-06,CHF,1.1593
2017-11-06,CZK,25.612
2017-11-06,DKK,7.4419
2017-11-06,GBP,0.8839
2017-11-06,HKD,9.0436
2017-11-06,HUF,311.15
2017-11-06,JPY,132.29
2017-11-06,KRW,1288.85
2017-11-06,NOK,9.438
2017-11-06,NZD,1.6797
2017-11-06,PLN,4.2408
2017-11-06,SEK,9.7683
2017-11-06,SGD,1.5816
2017-11-06,USD,1.159
2017-11-06,ZAR,16.4598
2017-11-07,AUD,1.5112
2017-11-07,CAD,1.4761
2017-11-07,CHF,1.1557
2017-11-07,CZK,25.591
2017-11-07,DKK,7.4423
2017-11-07,GBP,0.88038
2017-11-07,HKD,9.0221
2017-11-07,HUF,310.99
2017-11-07,JPY,132.03
2017-11-07,KRW,1285.17
2017-11-07,NOK,9.4543
2017-11-07,NZD,1.6717
2017-11-07,PLN,4.2396
2017-11-07,SEK,9.7443
2017-11-07,SGD,1.5772
2017-11-07,USD,1.1562
2017-11-07,ZAR,16.3857
2017-11-08,AUD,1.5094
2017-11-08,CAD,1.4753
2017-11-08,CHF,1.1581
2017-11-08,CZK,25.56
2017-11-08,DKK,7.4434
2017-11-08,GBP,0.88405
2017-11-08,HKD,9.0363
2017-11-08,HUF,311.85
2017-11-08,JPY,131.54
2017-11-08,KRW,1290.33
2017-11-08,NOK,9.473
2017-11-08,NZD,1.6724
2017-11-08,PLN,4.2341
2017-11-08,SEK,9.7288
2017-11-08,SGD,1.5786
2017-11-08,USD,1.159
2017-11-08,ZAR,16.4417
2017-11-09,AUD,1.5144
2017-11-09,CAD,1.4779
2017-11-09,CHF,1.1589
2017-11-09,CZK,25.528
2017-11-09,DKK,7.4422
2017-11-09,GBP,0.88633
2017-11-09,HKD,9.0701
2017-11-09,HUF,312.08
2017-11-09,JPY,131.75
2017-11-09,KRW,1299.91
2017-11-09,NOK,9.4535
2017-11-09,NZD,1.6715
2017-11-09,PLN,4.2346
2017-11-09,SEK,9.7355
2017-11-09,SGD,1.5819
2017-11-09,USD,1.163
2017-11-09,ZAR,16.5306
2017-11-10,AUD,1.5197
2017-11-10,CAD,1.4766
2017-11-10,CHF,1.1591
2017-11-10,CZK,25.543
2017-11-10,DKK,7.442
